"No.","Time","Source","Destination","Protocol","Length","Info"
"185","133.143863","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190971961 Ack=364765344 Win=16372 Len=0"
"186","134.178242","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"187","134.178518","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"188","134.438991","142.164.6.70","131.243.1.10","FTP","71","Request: CWD cslip.tar.Z"
"189","134.439439","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105044 Ack=1734984894 Win=17503 Len=0"
"190","134.441381","131.243.1.10","142.164.6.70","FTP","88","Response: 550 cslip.tar.Z: Not a directory"
"191","134.489138","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190971987 Ack=364765374 Win=16342 Len=0"
"192","135.536370","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"193","135.536692","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"194","135.840753","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972013 Ack=364765404 Win=16312 Len=0"
"195","136.857520","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"196","136.857820","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"197","137.203185","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972039 Ack=364765434 Win=16282 Len=0"
"198","138.196505","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"199","138.196839","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"200","138.588455","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972065 Ack=364765464 Win=16252 Len=0"
"201","139.011305","142.164.6.70","131.243.1.10","FTP","76","Request: CWD date_parse.tar.Z"
"202","139.011982","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105078 Ack=1734984916 Win=17498 Len=0"
"203","139.013820","131.243.1.10","142.164.6.70","FTP","93","Response: 550 date_parse.tar.Z: Not a directory"
"204","139.023364","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734984916 Ack=1166105117 Win=7986 Len=0"
"205","139.528056","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"206","139.528315","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"207","139.947230","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972091 Ack=364765494 Win=16222 Len=0"
"208","140.920953","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"209","140.921312","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"210","141.290262","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972117 Ack=364765524 Win=16192 Len=0"
"211","142.086096","142.164.6.70","131.243.1.10","FTP","81","Request: CWD debugger-support.ps.Z"
"212","142.086502","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105117 Ack=1734984943 Win=17493 Len=0"
"213","142.088347","131.243.1.10","142.164.6.70","FTP","98","Response: 550 debugger-support.ps.Z: Not a directory"
"214","142.120687","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734984943 Ack=1166105161 Win=7947 Len=0"
"215","142.282500","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"216","142.282833","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"217","142.614470","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972143 Ack=364765554 Win=16162 Len=0"
"218","143.647253","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"219","143.647519","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"220","143.965544","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972169 Ack=364765584 Win=16132 Len=0"
"221","145.326301","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"222","145.326616","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"223","145.629423","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972195 Ack=364765614 Win=16102 Len=0"
"224","146.761668","142.164.6.70","131.243.1.10","FTP","73","Request: CWD dexpire.tar.Z"
"225","146.762009","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105161 Ack=1734984962 Win=17501 Len=0"
"226","146.763804","131.243.1.10","142.164.6.70","FTP","90","Response: 550 dexpire.tar.Z: Not a directory"
"227","147.343019","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"228","147.343320","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"229","147.729908","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972221 Ack=364765644 Win=16072 Len=0"
"230","149.384717","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"231","149.385042","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"232","149.691089","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972247 Ack=364765674 Win=17520 Len=0"
"233","150.874397","142.164.6.70","131.243.1.10","FTP","69","Request: CWD hf.tar.gz"
"234","150.874955","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105197 Ack=1734984977 Win=17505 Len=0"
"235","150.876685","131.243.1.10","142.164.6.70","FTP","86","Response: 550 hf.tar.gz: Not a directory"
"236","151.383920","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"237","151.384257","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"238","151.672564","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972273 Ack=364765704 Win=17490 Len=0"
"239","153.420850","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"240","153.421214","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"241","153.729402","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972299 Ack=364765734 Win=17460 Len=0"
"242","154.341613","142.164.6.70","131.243.1.10","FTP","76","Request: CWD kgdbtunnel.tar.Z"
"243","154.342205","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105229 Ack=1734984999 Win=17498 Len=0"
"244","154.343981","131.243.1.10","142.164.6.70","FTP","93","Response: 550 kgdbtunnel.tar.Z: Not a directory"
"245","154.358938","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734984999 Ack=1166105268 Win=7835 Len=0"
"246","155.518037","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"247","155.518378","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"248","155.857728","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972325 Ack=364765764 Win=17430 Len=0"
"249","157.572977","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"250","157.573341","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"251","157.888305","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972351 Ack=364765794 Win=17400 Len=0"
"252","159.496885","142.164.6.70","131.243.1.10","FTP","73","Request: CWD libpcap.tar.Z"
"253","159.497491","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105268 Ack=1734985018 Win=17501 Len=0"
"254","159.499434","131.243.1.10","142.164.6.70","FTP","90","Response: 550 libpcap.tar.Z: Not a directory"
"255","159.514911","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734985018 Ack=1166105304 Win=7796 Len=0"
"256","159.588872","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"257","159.589171","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"258","159.982146","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972377 Ack=364765824 Win=17370 Len=0"
"259","161.609495","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"260","161.609888","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"261","161.922755","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972403 Ack=364765854 Win=17340 Len=0"
"262","163.643790","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"263","163.644139","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"264","163.980074","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972429 Ack=364765884 Win=17310 Len=0"
"265","164.657705","142.164.6.70","131.243.1.10","FTP","73","Request: CWD libsmpw.tar.Z"
"266","164.658299","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105304 Ack=1734985037 Win=17501 Len=0"
"267","164.660030","131.243.1.10","142.164.6.70","FTP","90","Response: 550 libsmpw.tar.Z: Not a directory"
"268","165.662548","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"269","165.662954","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"270","166.028471","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972455 Ack=364765914 Win=17280 Len=0"
"271","167.728062","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"272","167.728400","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"273","168.025014","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972481 Ack=364765944 Win=17250 Len=0"
"274","168.188001","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734985037 Ack=1166105340 Win=7724 Len=0"
"275","168.191459","142.164.6.70","131.243.1.10","FTP","69","Request: CWD ns.tar.gz"
"276","168.191870","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105340 Ack=1734985052 Win=17505 Len=0"
"277","168.193843","131.243.1.10","142.164.6.70","FTP","86","Response: 550 ns.tar.gz: Not a directory"
"278","169.736376","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"279","169.736662","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"280","170.097049","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972507 Ack=364765974 Win=17220 Len=0"
"281","171.733348","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"282","171.733710","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"283","172.088767","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972533 Ack=364766004 Win=17190 Len=0"
"284","172.817751","142.164.6.70","131.243.1.10","FTP","73","Request: CWD nslint.tar.gz"
"285","172.818329","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105372 Ack=1734985071 Win=17501 Len=0"
"286","172.820050","131.243.1.10","142.164.6.70","FTP","90","Response: 550 nslint.tar.gz: Not a directory"
"287","173.806431","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"288","173.806734","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"289","174.141853","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972559 Ack=364766034 Win=17160 Len=0"
"290","175.839051","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"291","175.839359","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"292","176.145047","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972585 Ack=364766064 Win=17130 Len=0"
"293","177.929393","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"294","177.929690","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"295","178.280802","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972611 Ack=364766094 Win=17100 Len=0"
"296","178.402522","142.164.6.70","131.243.1.10","FTP","74","Request: CWD pcapture.tar.Z"
"297","178.402884","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105408 Ack=1734985091 Win=17500 Len=0"
"298","178.404713","131.243.1.10","142.164.6.70","FTP","91","Response: 550 pcapture.tar.Z: Not a directory"
"299","179.909307","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"300","179.909616","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"301","180.258317","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972637 Ack=364766124 Win=17070 Len=0"
"302","181.932054","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"303","181.932407","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"304","182.243441","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972663 Ack=364766154 Win=17040 Len=0"
"305","183.001300","142.164.6.70","131.243.1.10","FTP","74","Request: CWD ppsclock.tar.Z"
"306","183.001718","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105445 Ack=1734985111 Win=17500 Len=0"
"307","183.003540","131.243.1.10","142.164.6.70","FTP","91","Response: 550 ppsclock.tar.Z: Not a directory"
"308","183.985329","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"309","183.985628","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"310","184.382122","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972689 Ack=364766184 Win=17010 Len=0"
"311","185.993442","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"312","185.993750","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"313","186.077500","142.164.6.70","131.243.1.10","FTP","80","Request: CWD raster-pixrect.tar.Z"
"314","186.078064","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105482 Ack=1734985137 Win=17494 Len=0"
"315","186.079748","131.243.1.10","142.164.6.70","FTP","97","Response: 550 raster-pixrect.tar.Z: Not a directory"
"316","186.100892","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734985137 Ack=1166105525 Win=7582 Len=0"
"317","186.327187","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972715 Ack=364766214 Win=16980 Len=0"
"318","188.059898","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"319","188.060249","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"320","188.355773","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972741 Ack=364766244 Win=16950 Len=0"
"321","190.085401","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"322","190.085777","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"323","190.401513","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972767 Ack=364766274 Win=16920 Len=0"
"324","190.952990","142.164.6.70","131.243.1.10","FTP","77","Request: CWD screenblank.tar.Z"
"325","190.953315","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105525 Ack=1734985160 Win=17497 Len=0"
"326","190.955064","131.243.1.10","142.164.6.70","FTP","94","Response: 550 screenblank.tar.Z: Not a directory"
"327","190.985595","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734985160 Ack=1166105565 Win=7539 Len=0"
"328","192.109917","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"329","192.110207","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"330","192.480011","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972793 Ack=364766304 Win=16890 Len=0"
"331","192.589556","142.164.6.70","131.243.1.10","FTP","73","Request: CWD tcpdump.tar.Z"
"332","192.589899","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105565 Ack=1734985179 Win=17501 Len=0"
"333","192.591418","131.243.1.10","142.164.6.70","FTP","90","Response: 550 tcpdump.tar.Z: Not a directory"
"334","193.652573","142.164.6.70","131.243.1.10","FTP","75","Request: CWD tcpslice.tar.gz"
"335","193.652940","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105601 Ack=1734985200 Win=17499 Len=0"
"336","193.654506","131.243.1.10","142.164.6.70","FTP","92","Response: 550 tcpslice.tar.gz: Not a directory"
"337","194.166331","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"338","194.166633","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"339","194.486388","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972819 Ack=364766334 Win=16860 Len=0"
"340","194.781329","142.164.6.70","131.243.1.10","FTP","71","Request: CWD tftpd.tar.Z"
"341","194.781960","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105639 Ack=1734985217 Win=17503 Len=0"
"342","194.783593","131.243.1.10","142.164.6.70","FTP","88","Response: 550 tftpd.tar.Z: Not a directory"
"343","196.240311","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"344","196.240599","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"345","196.620047","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972845 Ack=364766364 Win=16830 Len=0"
"346","197.905725","142.164.6.70","131.243.1.10","FTP","77","Request: CWD traceroute.tar.gz"
"347","197.906434","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105673 Ack=1734985240 Win=17497 Len=0"
"348","197.908396","131.243.1.10","142.164.6.70","FTP","94","Response: 550 traceroute.tar.gz: Not a directory"
"349","197.933319","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734985240 Ack=1166105713 Win=7391 Len=0"
"350","198.282032","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"351","198.282339","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"352","198.608171","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972871 Ack=364766394 Win=16800 Len=0"
"353","200.270869","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"354","200.271184","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"355","200.658459","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972897 Ack=364766424 Win=16770 Len=0"
"356","200.672225","142.164.6.70","131.243.1.10","FTP","62","Request: CWD wb"
"357","200.672719","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105713 Ack=1734985248 Win=17512 Len=0"
"358","200.674576","131.243.1.10","142.164.6.70","FTP","83","Response: 250 CWD command successful."
"359","200.693910","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734985248 Ack=1166105742 Win=7351 Len=0"
"360","202.236643","142.164.6.70","131.243.1.10","FTP","61","Request: CWD /"
"361","202.237211","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105742 Ack=1734985255 Win=17513 Len=0"
"362","202.238753","131.243.1.10","142.164.6.70","FTP","83","Response: 250 CWD command successful."
"363","202.254929","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734985255 Ack=1166105771 Win=7322 Len=0"
"364","202.299565","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"365","202.299901","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"366","202.633382","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972923 Ack=364766454 Win=16740 Len=0"
"367","204.370837","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"368","204.371132","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"369","204.764616","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972949 Ack=364766484 Win=16710 Len=0"
"370","206.338153","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [FIN, ACK] Seq=1734985255 Ack=1166105771 Win=8760 Len=0"
"371","206.338870","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [ACK] Seq=1166105771 Ack=1734985256 Win=17520 Len=0"
"372","206.339715","131.243.1.10","142.164.6.70","TCP","54","21  >  1313 [FIN, ACK] Seq=1166105771 Ack=1734985256 Win=17520 Len=0"
"373","206.357245","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"374","206.357574","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"375","206.710026","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190972975 Ack=364766514 Win=16680 Len=0"
"376","208.423705","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"377","208.424030","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"378","208.740724","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973001 Ack=364766544 Win=16650 Len=0"
"379","209.070088","142.164.6.70","131.243.1.10","TCP","54","1313  >  21 [ACK] Seq=1734985256 Ack=1166105772 Win=8760 Len=0"
"380","210.450931","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"381","210.451236","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"382","210.823392","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973027 Ack=364766574 Win=16620 Len=0"
"383","212.529903","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"384","212.530192","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"385","212.885186","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973053 Ack=364766604 Win=16590 Len=0"
"386","214.587190","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"387","214.587449","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"388","214.877069","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973079 Ack=364766634 Win=16560 Len=0"
"389","216.636266","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"390","216.636562","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"391","216.990797","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973105 Ack=364766664 Win=16530 Len=0"
"392","218.691668","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"393","218.691959","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"394","219.075071","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973131 Ack=364766694 Win=16500 Len=0"
"395","220.747213","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"396","220.747489","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"397","221.118362","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973157 Ack=364766724 Win=16470 Len=0"
"398","222.750551","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"399","222.750893","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"400","222.785014","82.143.24.12","131.243.2.12","TCP","62","3537  >  21 [SYN] Seq=2986625670 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"401","222.785373","131.243.2.12","82.143.24.12","TCP","62","21  >  3537 [SYN, ACK] Seq=380005575 Ack=2986625671 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"402","222.965805","82.143.24.12","131.243.2.12","TCP","54","3537  >  21 [ACK] Seq=2986625671 Ack=380005576 Win=17520 Len=0"
"403","222.999902","131.243.2.12","82.143.24.12","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"404","223.102663","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973183 Ack=364766754 Win=16440 Len=0"
"405","223.180794","82.143.24.12","131.243.2.12","FTP","70","Request: USER anonymous"
"406","223.181039","131.243.2.12","82.143.24.12","TCP","54","21  >  3537 [ACK] Seq=380005659 Ack=2986625687 Win=64240 Len=0"
"407","223.183705","131.243.2.12","82.143.24.12","FTP","122","Response: 331 Guest login ok, send your complete e-mail address as password."
"408","223.364433","82.143.24.12","131.243.2.12","FTP","71","Request: PASS <password>"
"409","223.368419","131.243.2.12","82.143.24.12","FTP","120","Response: 230-The Lawrence Berkeley National Laboratory is operated by the"
"410","223.652358","82.143.24.12","131.243.2.12","TCP","54","3537  >  21 [ACK] Seq=2986625704 Ack=380005793 Win=17297 Len=0"
"411","223.652847","131.243.2.12","82.143.24.12","FTP","1495","Response: 230-University of California for the United States Department of"
"412","223.953603","82.143.24.12","131.243.2.12","TCP","54","3537  >  21 [ACK] Seq=2986625704 Ack=380007234 Win=17520 Len=0"
"413","224.785491","82.143.24.12","131.243.2.12","FTP","81","Request: PORT 82,143,24,12,195,130"
"414","224.785871","131.243.2.12","82.143.24.12","FTP","84","Response: 200 PORT command successful."
"415","224.791905","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"416","224.792213","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"417","225.104356","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973209 Ack=364766784 Win=16410 Len=0"
"418","225.156375","82.143.24.12","131.243.2.12","TCP","54","3537  >  21 [ACK] Seq=2986625731 Ack=380007264 Win=17490 Len=0"
"419","226.846909","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"420","226.847240","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"421","227.144070","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973235 Ack=364766814 Win=16380 Len=0"
"422","227.450116","82.143.24.12","131.243.2.12","FTP","79","Request: PORT 82,143,24,12,66,11"
"423","227.450472","131.243.2.12","82.143.24.12","FTP","84","Response: 200 PORT command successful."
"424","227.764850","82.143.24.12","131.243.2.12","TCP","54","3537  >  21 [ACK] Seq=2986625756 Ack=380007294 Win=17460 Len=0"
"425","228.808053","73.6.91.115","131.243.2.12","FTP","80","Request: PORT 73,6,91,115,150,106"
"426","228.808385","131.243.2.12","73.6.91.115","FTP","84","Response: 200 PORT command successful."
"427","229.124354","73.6.91.115","131.243.2.12","TCP","54","2027  >  21 [ACK] Seq=4190973261 Ack=364766844 Win=16350 Len=0"
"428","230.117446","82.143.24.12","131.243.2.12","FTP","81","Request: PORT 82,143,24,12,217,236"
